snes-01289	President Trump rolled back rules protecting residents of nursing homes.	true	https://www.snopes.com/fact-check/trump-rolls-back-rules-protecting-elderly/	None	Politics	None	Bethania Palma	None	Did President Trump Roll Back Rules Protecting Elderly at Nursing Homes?	28 December 2017	None	['None']
snes-00382	Did N.C. Republican Candidate Russell Walker Say ‘God Is a Racist and a White Supremacist’?	mostly true	https://www.snopes.com/fact-check/russell-walker-candidate/	None	Politics	None	Bethania Palma	None	Did N.C. Republican Candidate Russell Walker Say ‘God Is a Racist and a White Supremacist’?	3 July 2018	None	['God']
snes-04377	American flags were banned from display at the 2016 Democratic National Convention.	false	https://www.snopes.com/fact-check/flags-banned-at-dnc/	None	Politicians	None	Dan Evon	None	No American Flags Present at the Democratic National Convention	26 July 2016	None	['United_States']
snes-03261	Diners are legally obligated to pay mandatory service charges or tips which appear on their checks.	mixture	https://www.snopes.com/fact-check/are-diners-obligated-to-pay-mandatory-gratuity-or-tip-charges/	None	Legal Affairs	None	Kim LaCapria	None	Are Diners Obligated to Pay Mandatory Gratuity or Tip Charges?	27 December 2016	None	['None']
snes-02163	A babysitter in Missouri ate a "three-month-old toddler" while she was high on meth.	false	https://www.snopes.com/fact-check/babysitter-meth-eats-toddler/	None	Junk News	None	Kim LaCapria	None	Missouri Babysitter on Crystal Meth Eats Toddler?	25 January 2016	None	['Missouri']
snes-00761	The racist Ku Klux Klan is tax-exempt by the Internal Revenue Service as a religious organization.	mostly false	https://www.snopes.com/fact-check/kkk-tax-exempt-religious-organization/	None	Politics	None	Bethania Palma	None	Is the KKK Tax-Exempt as a Religious Organization?	13 April 2018	None	['Ku_Klux_Klan']
snes-03552	After Donald Trump was elected president, Pope Francis said he had lost all faith in American Christians.	unproven	https://www.snopes.com/fact-check/pope-francis-has-lost-all-faith-in-american-christians/	None	Junk News	None	Kim LaCapria	None	Pope Francis Has Lost All Faith in American Christians?	14 November 2016	None	['Donald_Trump']
snes-02293	A lawyer received a caustic response after complaining to the Cleveland Browns about fans' throwing paper airplanes during the team's home NFL games.	true	https://www.snopes.com/fact-check/cleveland-browns-letters/	None	Business	None	David Mikkelson	None	Letter Exchange Between Law Firm and Cleveland Browns	19 January 2011	None	['Cleveland_Browns', 'National_Football_League']
snes-02200	Does a Vox Infographic Claim Killing GOP Members Could Prevent 'Three 9/11s'?	false	https://www.snopes.com/fact-check/vox-infographic/	None	Fauxtography	None	Kim LaCapria	None	Does a Vox Infographic Claim Killing GOP Members Could Prevent ‘Ten 9/11s’?	15 June 2017	None	['None']
snes-01116	Did Dolly Parton Say 'Trump In One Year Is Already Better Than 16 Years of Bush, Obama Put Together’?	false	https://www.snopes.com/fact-check/celebrity-trump-obama-together/	None	Junk News	None	David Mikkelson	None	Did Dolly Parton Say: ‘Trump In One Year Is Already Better Than 16 Years of Bush, Obama Put Together’?	26 January 2018	None	['None']
snes-05984	Texas is about to legalize marijuana for medicinal and recreational use.	mostly false	https://www.snopes.com/fact-check/pot-resolution/	None	Media Matters	None	David Mikkelson	None	Texas to Permit Medicinal and Recreational Marijuana Use	21 September 2014	None	['Texas']
snes-05122	Bill Clinton potentially violated Massachusetts election laws by entering polling places on Super Tuesday.	mixture	https://www.snopes.com/fact-check/clinton-campaign-laws-massachusetts/	None	Politics	None	Kim LaCapria	None	Did Bill Clinton Violate Campaign Laws in MA?	3 March 2016	None	['Bill_Clinton', 'Massachusetts']
snes-03558	A member of the Black Lives Matter movement shot himself in the face while protesting Donald Trump's election with a selfie.	false	https://www.snopes.com/fact-check/blm-thug-shoots-himself-taking-selfie-with-gun-in-protest-of-trump/	None	Junk News	None	Bethania Palma	None	BLM ‘Thug’ Shoots Himself Taking Selfie with Gun in Protest of Trump	12 November 2016	None	['None']
snes-00353	A photograph documents a scary moment when a bear got dangerously close to an oblivious fisherman.	false	https://www.snopes.com/fact-check/bear-attack-photo/	None	Fauxtography	None	Dan Evon	None	Was This Photograph Taken Moments Before a Bear Attack?	12 July 2018	None	['None']
snes-00130	During confirmation hearings for Supreme Court nominee Brett Kavanaugh, congressional Democrats demanded that the nominee undergo DNA testing to prove he is not Adolf Hitler.	false	https://www.snopes.com/fact-check/democrats-demand-kavanaugh-dna-test/	None	Junk News	None	David Emery	None	Did Democrats Demand That Brett Kavanaugh Submit to a DNA Test to Prove He’s Not Actually Hitler?	5 September 2018	None	['Democratic_Party_(United_States)', 'Adolf_Hitler']
snes-00173	A "large-scale killing" of white farmers is taking place in South Africa.	false	https://www.snopes.com/fact-check/white-farmers-south-africa/	None	Politics	None	Bethania Palma	None	Is a ‘Large-Scale Killing’ of White Farmers Underway in South Africa?	24 August 2018	None	['South_Africa']
snes-04013	Hillary Clinton and/or members of her 2008 presidential campaign started the "birther" movement questioning whether Barack Obama was born in the U.S.	false	https://www.snopes.com/fact-check/hillary-clinton-started-birther-movement/	None	Conspiracy Theories	None	David Emery	None	Did Clinton Supporters Start the ‘Birther’ Movement?	16 September 2016	None	['United_States', 'Barack_Obama', 'Hillary_Rodham_Clinton']
snes-00578	"Rocks falling into the ocean" is a factor that contributes to observable sea level rise on human time scales.	false	https://www.snopes.com/fact-check/do-rocks-contribute-sea-rise/	None	Science	None	Alex Kasprak	None	Do Rocks Falling Into the Ocean Contribute to Global Sea Level Rise?	18 May 2018	None	['None']
snes-05578	President Obama forgave Al Sharpton's huge tax debt.	unproven	https://www.snopes.com/fact-check/obama-al-sharpton-taxes/	None	Politicians	None	Dan Evon	None	Al Sharpton’s Tax Debt	29 September 2015	None	['Barack_Obama', 'Al_Sharpton']
snes-03575	Trump blasted the electoral college in 2012.	true	https://www.snopes.com/fact-check/trump-described-the-electoral-college-as-a-disaster/	None	Ballot Box	None	Bethania Palma	None	Donald Trump Described the Electoral College as a ‘Disaster’ in 2012	10 November 2016	None	['None']
snes-04744	Target will no longer sell American flags in its stores.	false	https://www.snopes.com/fact-check/target-american-flag-removal/	None	Junk News	None	Dan Evon	None	Target to Discontinue Sales of American Flag	19 May 2016	None	['United_States']
snes-03188	Wheaties cereal sticks to magnets because it has metal flakes.	true	https://www.snopes.com/fact-check/wheaties-cereal-sticks-to-magnets-because-it-iron/	None	Food	None	Bethania Palma	None	Wheaties Cereal Sticks to Magnets Because It Contains Iron?	6 January 2017	None	['None']
snes-01330	Retailers are using "disappearing ink" on receipts to limit or enforce a strict window on returns.	mostly false	https://www.snopes.com/fact-check/retailers-using-disappearing-ink-receipts-discourage-returns/	None	Business	None	Kim LaCapria	None	Are Retailers Using ‘Disappearing Ink’ on Receipts to Discourage Returns?	14 December 2017	None	['None']
snes-02768	Prolonged sexual arousal in men without an ejaculation can cause pain, a condition colloquially referred to as "blue balls".	true	https://www.snopes.com/fact-check/are-blue-balls-a-real-thing/	None	Medical	None	Alex Kasprak	None	Are ‘Blue Balls’ a Real Thing?	15 March 2017	None	['None']
snes-06291	Coca-Cola used to contain cocaine.	mixture	https://www.snopes.com/fact-check/cocaine-coca-cola/	None	Cokelore	None	Snopes Staff	None	Does Coca-Cola Contain Cocaine?	19 May 1999	None	['None']
snes-06195	"Sliders" steal women's purses from cars while their owners are busy pumping gas.	true	https://www.snopes.com/fact-check/sliders/	None	Crime	None	David Mikkelson	None	‘Slider’ Purse-Snatchers	7 August 2013	None	['None']
snes-02667	Hiding finely-ground glass in food is an effective method for killing a person.	false	https://www.snopes.com/fact-check/ground-glass-deadly/	None	Medical	None	David Mikkelson	None	Is Ground Glass a Deadly Poison?	24 December 1999	None	['None']
snes-04471	Seattle Seahawks cornerback Richard Sherman authored an essay criticizing the Black Lives Matter movement.	false	https://www.snopes.com/fact-check/richard-sherman-condemns-black-lives-matter/	None	Politics	None	Dan Evon	None	Seahawks’ Richard Sherman Condemns ‘Black Lives Matter’ Movement	11 July 2016	None	['None']
snes-00182	Retired Navy Admiral William McRaven wrote that he would "consider it an honor" if President Donald Trump revoked his security clearance.	correct attribution	https://www.snopes.com/fact-check/william-mcraven-column/	None	Politics	None	Dan MacGuill	None	Did the Man Who Oversaw the Bin Laden Raid Say It Would Be ‘An Honor’ If President Trump Revoked His Security Clearance?	23 August 2018	None	['None']
snes-02444	Did a Muslim Man Rape a 13-Year-Old Girl and Get Beaten By Trump Supporters?	false	https://www.snopes.com/fact-check/muslim-girl-trump-supporter/	None	Religion	None	Bethania Palma	None	Did a Muslim Man Rape a 13-Year-Old Girl and Get Beaten by Trump Supporters?	11 May 2017	None	['None']
snes-01930	You no longer need to be a Costco member to shop in their stores.	mostly false	https://www.snopes.com/fact-check/purchase-membership-shop-costco/	None	Uncategorized	None	Kim LaCapria	None	Are Memberships No Longer Necessary to Shop at Costco?	10 August 2017	None	['Costco']
snes-01949	Malia Obama Arrested with a Gang of Thugs in Chicago?	false	https://www.snopes.com/fact-check/malia-obama-arrested-chicago/	None	Junk News	None	Kim LaCapria	None	Malia Obama Busted Buying 6 Pounds of Marijuana in Chicago?	8 May 2017	None	['None']
snes-01274	President Donald Trump said it was "low-class" of Vice President Mike Pence and his family to move some of their pets to Washington D.C.	unproven	https://www.snopes.com/fact-check/did-trump-say-low-class-pets/	None	Politics	None	Arturo Garcia	None	Did Donald Trump Say It Was ‘Low Class’ for Mike Pence to Bring Pets to Washington?	2 January 2018	None	['Washington,_D.C.', 'Mike_Pence', 'Donald_Trump']
snes-00605	Ayatollah Ali Khamenei shared a photo of himself reading Michael Wolff’s "Fire and Fury."	true	https://www.snopes.com/fact-check/ayatollah-khamenei-share-picture-reading-fire-fury/	None	Politics	None	Alex Kasprak	None	Did Ayatollah Khamenei Share a Picture of Himself Reading ‘Fire and Fury’?	11 May 2018	None	['Ali_Khamenei']
snes-05359	Changes coming to Social Security on 1 May 2016 "threaten the financial security" of millions of Americans.	mostly false	https://www.snopes.com/fact-check/social-security-changes-may-2016/	None	Politics	None	David Mikkelson	None	Social Security Changes to Take Effect 1 May 2016	15 January 2016	None	['United_States']
snes-00109	A photograph shows a racist sign that was displayed on a farm in southern Illinois.	unproven	https://www.snopes.com/fact-check/rollman-farms-sign/	None	Fauxtography	None	Dan Evon	None	Was a Racist Sign Displayed at Rollman Farms in Shawneetown, Illinois?	10 September 2018	None	['Illinois']
snes-06245	A woman with eight children earns $144,000 per year for her family by giving up her kids to foster care.	false	https://www.snopes.com/fact-check/breadwinner/	None	Inboxer Rebellion	None	David Mikkelson	None	Breadwinner	29 December 2010	None	['None']
snes-01785	Liberal feminist Katie Hopkins advocated for driving euthanasia vans around to kill off the elderly.	mostly true	https://www.snopes.com/fact-check/katie-hopkins-euthanasia-vans-elderly/	None	Uncategorized	None	Bethania Palma	None	Did ‘Liberal Feminist’ Katie Hopkins Advocate ‘Euthanasia Vans’ for the Elderly?	5 September 2017	None	['None']
snes-04486	Wrestler John Cena died in a car accident in July 2016.	false	https://www.snopes.com/fact-check/john-cena-death-hoax/	None	Junk News	None	Dan Evon	None	John Cena Death Hoax	10 July 2016	None	['None']
snes-02005	A viral animation shows a myosin molecule transporting endorphins, which can be thought of as a visual representation of the feeling of happiness.	false	https://www.snopes.com/fact-check/what-happiness-looks-like/	None	Science	None	Alex Kasprak	None	Is This ‘Walking’ Protein What Happiness Really Looks Like?	26 July 2017	None	['None']
snes-04487	Ruth Bader Ginsburg threatened to leave the Supreme Court if Donald Trump gets elected president.	false	https://www.snopes.com/fact-check/ruth-ginsburg-president-resign/	None	Junk News	None	Dan Evon	None	Ruth Ginsburg Threatens to ‘Resign from SCOTUS’ If Trump Is Elected President	9 July 2016	None	['Ruth_Bader_Ginsburg']
snes-05919	E-mails from a company's Human Resources Director document the difficulties of office holiday party planning.	legend	https://www.snopes.com/fact-check/holiday-party/	None	Holidays	None	David Mikkelson	None	Holiday Party	23 December 2003	None	['None']
snes-06398	At the moment the Titanic hit an iceberg in the north Atlantic, the silent version of the film The Poseidon Adventure was being screened aboard ship.	true	https://www.snopes.com/fact-check/1911-poseidon-adventure/	None	Lost Legends	None	David Mikkelson	None	1911 Poseidon Adventure	12 September 1999	None	['RMS_Titanic', 'The_Poseidon_Adventure_(1972_film)']
snes-03477	Scientific studies support the conclusion that marijuana can play a role in healing broken bones.	mostly true	https://www.snopes.com/fact-check/can-marijuana-help-heal-broken-bones/	None	Medical	None	Alex Kasprak	None	Can Marijuana Help Heal Broken Bones?	26 November 2016	None	['None']
snes-00030	Christine Blasey Ford claimed that she called a friend on her cellphone after she was assaulted by Brett Kavanaugh in 1982, despite the fact that cell phones weren't invented yet.	false	https://www.snopes.com/fact-check/christine-blasey-ford-cellphone-1982/	None	Politics	None	Dan Evon	None	Did Christine Blasey Ford Claim She Called a Friend on a Cellphone in 1982?	1 October 2018	None	['None']
snes-06277	People have been buried alive by mistake.	true	https://www.snopes.com/fact-check/just-dying-to-get-out/	None	Horrors	None	David Mikkelson	None	Have People Been Buried Alive?	9 June 1999	None	['None']
snes-02453	Did Fox News Report That James Comey Resigned?	mostly true	https://www.snopes.com/fact-check/fox-news-comey/	None	Uncategorized	None	Bethania Palma	None	Did Fox News Report That James Comey Resigned?	10 May 2017	None	['None']
snes-03525	A majority of anti-Trump protesters did not vote in the 2016 general election.	unproven	https://www.snopes.com/fact-check/most-trump-protesters-didnt-vote/	None	Ballot Box	None	Kim LaCapria	None	Most Trump Protesters Didn’t Vote?	17 November 2016	None	['None']
snes-03815	Surveillance video captured widespread voter fraud carried out by Hillary Clinton supporters during primary elections.	false	https://www.snopes.com/fact-check/leaked-videos-clinton-voter-fraud/	None	Junk News	None	David Mikkelson	None	Leaked Videos Show Widespread Voter Fraud, ‘Ballot Stuffing’ in Democratic Primary	12 October 2016	None	['None']
snes-05030	Autism has now been included among the known side effects of the DTaP (Diphtheria, Tetanus, and acellular Pertussis) vaccine.	false	https://www.snopes.com/fact-check/autism-is-now-disclosed-as-dtap-side-effect/	None	Science	None	Kim LaCapria	None	Is Autism Now Disclosed as a DTaP Vaccine Side Effect?	22 March 2016	None	['DPT_vaccine', 'Tetanus']
snes-00871	Charles Krathammer wrote an op-ed which argues that U.S. President Donald Trump is not a Republican or a Democrat, but a pragmatist.	misattributed	https://www.snopes.com/fact-check/krauthammer-interesting-take-trump/	None	Questionable Quotes	None	Dan Evon	None	Did Charles Krauthammer Write an ‘Interesting Take on Trump?’	20 March 2018	None	['United_States', 'Charles_Krauthammer', 'Republican_Party_(United_States)', 'Democratic_Party_(United_States)', 'Donald_Trump']
snes-04882	A man killed himself over the Treasury's decision to add an African-American abolitionist's portrait to the $20 bill.	false	https://www.snopes.com/fact-check/man-commits-over-harriet-tubman/	None	Junk News	None	Kim LaCapria	None	Man Commits Suicide Over Harriet Tubman Replacing Andrew Jackson on the $20 Bill	21 April 2016	None	['None']
snes-00407	A video shows a giant anaconda getting stuck in a trap while trying to eat a chicken.	miscaptioned	https://www.snopes.com/fact-check/giant-anaconda-caught-trap/	None	Fauxtography	None	Dan Evon	None	Does This Video Show a Giant Anaconda Getting Caught in a Trap?	26 June 2018	None	['None']
snes-03545	The father of a 4-year-old girl died after anti-Trump protesters blocked roads and delayed an ambulance from reaching the hospital.	unproven	https://www.snopes.com/fact-check/anti-trump-protesters-block-ambulance/	None	Politics	None	Snopes Staff	None	Anti-Trump Protesters Block Ambulance; Father of 4-Year-Old Girl Dies?	15 November 2016	None	['None']
snes-00828	There is a point in the middle of the Pacific Ocean so far from land that it’s likely the closest humans to it are aboard the International Space Station.	true	https://www.snopes.com/fact-check/point-ocean-closest-human-astronaut/	None	Science	None	Alex Kasprak	None	Is There a Point in the Ocean Where the Closest Human Could Be an Astronaut?	29 March 2018	None	['None']
snes-03957	An African American man living in the Boston area was shot by police officers following a dispute regarding a marijuana cigarette.	false	https://www.snopes.com/fact-check/boston-police-officer-kills-black-man-over-marijuana-cigarette/	None	Junk News	None	David Mikkelson	None	Boston Police Officer Kills Black Man Over Marijuana Cigarette	25 September 2016	None	['Boston']
snes-00783	A video shows a stone capable of dissolving iron.	false	https://www.snopes.com/fact-check/can-stone-dissolve-iron/	None	Science	None	Alex Kasprak	None	Can This Stone Dissolve Iron?	10 April 2018	None	['None']
snes-02934	Did Donald Trump Insult Minorities and Students with Disabilities on Twitter?	false	https://www.snopes.com/fact-check/trump-insult-minorities-disabilities-twitter/	None	Fauxtography	None	Kim LaCapria	None	Did Donald Trump Insult Minorities, Students with Disabilities on Twitter?	15 February 2017	None	['None']
snes-00386	Clint Eastwood said that he was leaving Hollywood because it was full of "Amerikan" traitors.	false	https://www.snopes.com/fact-check/clint-eastwood-leaving-hollywood/	None	Junk News	None	Dan Evon	None	Is Clint Eastwood Leaving Hollywood?	2 July 2018	None	['Clint_Eastwood', 'United_States']
snes-01384	Jay Z Said 'Satan is Our True Lord' and 'Only Idiots Believe in Jesus?'	false	https://www.snopes.com/fact-check/jay-z-said-satan-is-our-true-lord-and-only-idiots-believe-in-jesus/	None	Junk News	None	Dan Evon	None	Did Jay Z Say ‘Satan Is Our True Lord’ and ‘Only Idiots Believe in Jesus?’	1 December 2017	None	['None']
snes-04074	The character of Ensign Chekov was added to the television series 'Star Trek' because an editorial in the Communist newspaper Pravda had criticized the lack of a Soviet crewman on board the U.S.S. Enterprise.	legend	https://www.snopes.com/fact-check/russian-crewlette/	None	Entertainment	None	David Mikkelson	None	Was Star Trek’s Chekov Inspired by Pravda?	23 March 1999	None	['Pravda', 'Soviet_Union', 'Pavel_Chekov']
snes-03713	The gender of a bell pepper can be identified by counting its lobes.	false	https://www.snopes.com/fact-check/gender-pepper/	None	Food	None	Kim LaCapria	None	How to Tell a Pepper’s Gender?	9 February 2015	None	['None']
snes-02457	Criminals are marking homes with bags tied to trees or colored stickers in order to steal dogs for use in dogfighting events.	false	https://www.snopes.com/fact-check/colored-stickers-target-homes-dog-owners/	None	Crime	None	Kim LaCapria	None	Colored Stickers Target Homes of Dog Owners?	12 March 2013	None	['None']
snes-05119	A number of media outlets incorrectly reported civil rights-era photos of Bernie Sanders were not legitimate.	true	https://www.snopes.com/fact-check/sanders-civil-rights-photos/	None	Politicians	None	Kim LaCapria	None	Bernie Sanders Civil Rights Photos Controversy	3 March 2016	None	['Bernie_Sanders']
snes-05951	Did NBC Remove a Reference to Christ from an Interview with the Family of a Deceased Navy SEAL?	false	https://www.snopes.com/fact-check/nbc-no-evil/	None	Uncategorized	None	David Mikkelson	None	Did NBC Remove a Reference to Christ from an Interview with the Family of a Deceased Navy SEAL?	21 September 2011	None	['None']
snes-05419	New Hampshire state representative Josh Moore said that a woman shouldn't breastfeed in public if she doesn't want to be groped by men.	mixture	https://www.snopes.com/fact-check/josh-moores-breastfeeding-comment/	None	Politics	None	Dan Evon	None	Rep. Josh Moore’s Breastfeeding Comment	4 January 2016	None	['None']
snes-02273	A video shows a man narrowly rescuing a baby from getting hit by an oncoming train.	false	https://www.snopes.com/fact-check/man-miraculously-saved-baby-train-tracks/	None	Fauxtography	None	Dan Evon	None	Did a Man Miraculously Save a Baby from Train Tracks?	5 June 2017	None	['None']
snes-02030	Did John McCain Admit He Was a ‘War Criminal’?	false	https://www.snopes.com/fact-check/john-mccain-war-crimes/	None	Politicians	None	David Mikkelson	None	Did John McCain Admit He Was a ‘War Criminal’?	5 August 2008	None	['None']
snes-02127	A dog was elected as mayor of a small Kentucky town.	mostly true	https://www.snopes.com/fact-check/dog-mayor-rabbit-hash/	None	Critter Country	None	Dan Evon	None	Was a Dog Elected Mayor of Rabbit Hash, Kentucky?	28 June 2017	None	['Kentucky']
snes-04855	On 1 May 2016, Saturn will be prominently visible in both the day and night sky.	false	https://www.snopes.com/fact-check/saturn-close-to-earth-meme/	None	Fauxtography	None	Kim LaCapria	None	Saturn ‘Close to Earth’ Meme	27 April 2016	None	['None']
snes-05821	A clever consumer earned millions of miles of free air travel by taking advantage of a Healthy Choice pudding promotion.	true	https://www.snopes.com/fact-check/pudding-on-the-ritz/	None	Business	None	Snopes Staff	None	Man Gets Millions of Air Travel Miles from Pudding Cups	1 May 2000	None	['None']
snes-00111	In an interview with Fox News in September 2018, Madonna said she regretted not voting for Donald Trump in 2016 and would support him in 2020.	false	https://www.snopes.com/fact-check/madonna-trump-2020/	None	Politics	None	Dan MacGuill	None	Did Madonna Say She Would Vote for President Trump in 2020?	10 September 2018	None	['Fox_News_Channel', 'Donald_Trump']
snes-01944	The House voted to allow horses in the U.S. to be slaughtered for food.	mostly false	https://www.snopes.com/fact-check/did-congress-vote-allow-horses-slaughtered-food/	None	Politics	None	Arturo Garcia	None	Did Congress Vote to Allow Horses to Be Slaughtered for Food?	8 August 2017	None	['United_States']
snes-03994	Syrian refugees in Europe are complaining about a lack of TVs, food quality, and "slow internet."	mostly false	https://www.snopes.com/fact-check/syrian-refugees-complain-tvs-food/	None	Immigration	None	Kim LaCapria	None	Syrian Refugees Complain About Slow Internet, No Television	19 November 2015	None	['Europe', 'Syria']
snes-03165	Lied Groom	false	https://www.snopes.com/fact-check/groomsmen-supporting-a-paralyzed-man-at-his-wedding/	None	Fauxtography	None	Kim LaCapria	None	Does a Picture Depict Groomsmen Supporting a Paralyzed Man at His Wedding?	11 January 2017	None	['None']
snes-03491	Clint Eastwood refused to accept the Presidential Medal of Freedom from President Obama.	false	https://www.snopes.com/fact-check/clint-eastwood-and-the-presidential-medal-of-freedom/	None	Junk News	None	Dan Evon	None	Did Clint Eastwood Refuse the Presidential Medal of Freedom?	23 November 2016	None	['Clint_Eastwood', 'Barack_Obama', 'Presidential_Medal_of_Freedom']
snes-05366	A hedge fund manager named Jared Price won the $1.6 billion Powerball lottery.	false	https://www.snopes.com/fact-check/jared-price-powerball-winner/	None	Junk News	None	Dan Evon	None	FALSE: Hedge Fund Manager Jared Price Won $1.6 Billion Powerball	14 January 2016	None	['None']
snes-05202	U.S. Marshals are arresting people who have not paid their student loans.	mixture	https://www.snopes.com/fact-check/student-loan-arrest/	None	Crime	None	Dan Evon	None	Man Arrested for Not Paying Student Loans?	17 February 2016	None	['United_States']
snes-04034	Libertarian presidential candidate Gary Johnson said "guns can be made full auto by removing the firing pins."	mostly false	https://www.snopes.com/fact-check/gary-johnson-automatic-weapons/	None	Ballot Box	None	Kim LaCapria	None	Gary Johnson Said Removal of Firing Pins Makes All Guns Fully Automatic?	14 September 2016	None	['None']
snes-02817	Robert Redford and Meryl Streep: Not a Couple	false	https://www.snopes.com/fact-check/robert-redford-and-meryl-streep-not-married/	None	Entertainment	None	David Mikkelson	None	Robert Redford and Meryl Streep: Not a Couple	18 July 2016	None	['Robert_Redford']
snes-03811	An audio recording captures Democratic VP candidate Tim Kaine yelling at his young daughter.	false	https://www.snopes.com/fact-check/tim-kaine-yells-at-his-daughter/	None	Uncategorized	None	Dan Evon	None	Tim Kaine Yells at His Daughter	13 October 2016	None	['None']
snes-01419	The Senate GOP tax reform bill includes a tax cut for private jet owners.	mostly true	https://www.snopes.com/fact-check/gop-tax-plan-include-tax-cut-private-jet-owners/	None	Politics	None	Alex Kasprak	None	Does the GOP Tax Plan Include a Tax Cut for Private Jet Owners?	20 November 2017	None	['None']
snes-01484	A Time magazine cover from 1977 with the title “The Big Freeze” is an example of media fearmongering over “global cooling” in the 1970s.	false	https://www.snopes.com/fact-check/time-magazine-cover-global-cooling/	None	Science	None	Alex Kasprak	None	Is This Time Magazine Cover About ‘Global Cooling’?	2 November 2017	None	['None']
snes-00007	A GoFundMe page was established to collect donations for embattled Supreme Court nominee Brett Kavanaugh.	true	https://www.snopes.com/fact-check/brett-kavanaugh-gofundme-page/	None	Politics	None	David Emery	None	Was a GoFundMe Page Established for Brett Kavanaugh?	5 October 2018	None	['None']
snes-06122	Does KFC Use Mutant Chickens?	false	https://www.snopes.com/fact-check/kfc-mutant-chickens/	None	Food	None	David Mikkelson	None	Does KFC Use Mutant Chickens?	1 February 1999	None	['None']
snes-00967	Some Instant Pot cookers are overheating and having meltdowns.	mixture	https://www.snopes.com/fact-check/are-instant-pots-melting/	None	Food	None	Arturo Garcia	None	Are Some Instant Pot Cookers Having Meltdowns?	24 February 2018	None	['None']
snes-04450	A photograph of a fatal motorcycle crash shows either an angel or the victim's ghost.	false	https://www.snopes.com/fact-check/fatal-crash-spirit-photograph/	None	Fauxtography	None	Brooke Binkowski	None	‘Chilling’ Photograph of Fatal Crash Shows Spirit Leaving Victim’s Body	14 July 2016	None	['None']
snes-01625	An image contrasts radically different gun laws and homicide rates in Honduras and Switzerland.	false	https://www.snopes.com/fact-check/dare-to-compare/	None	Politics	None	David Mikkelson	None	Gun Ownership and Homicides in Honduras vs. Switzerland	5 October 2015	None	['Switzerland', 'Honduras']
snes-06240	A backdrop of naval vessels displayed at the 2012 Democratic National Convention included images of Russian warships.	true	https://www.snopes.com/fact-check/ship-slip/	None	Uncategorized	None	David Mikkelson	None	Russian Ships Displayed at 2012 DNC Tribute to Vets	12 September 2012	None	['Russia']
snes-01725	Homeowners affected by hurricanes are allowed, under certain circumstances, to delay their mortgage payments.	true	https://www.snopes.com/fact-check/can-hurricane-victims-delay-their-mortgage-payments/	None	Uncategorized	None	Arturo Garcia	None	Can Hurricane Victims Delay Their Mortgage Payments?	15 September 2017	None	['None']
snes-03857	Actress Betty White has died.	false	https://www.snopes.com/fact-check/betty-white-death-hoax/	None	Media Matters	None	David Mikkelson	None	Betty White Death Hoax	2 September 2014	None	['Betty_White']
snes-04319	The Obama administration secretly bribed Iran to release four prisoners in January 2016.	false	https://www.snopes.com/fact-check/obama-bribed-iran-400-million-to-release-u-s-prisoners/	None	Politics	None	Brooke Binkowski	None	Obama Bribed Iran $400 Million to Release U.S. Prisoners?	3 August 2016	None	['Iran', 'Barack_Obama']
snes-01724	A video showing several destructive tornadoes was purchased by National Geographic for $1 million.	false	https://www.snopes.com/fact-check/footage-of-destructive-tornadoes-million/	None	Fauxtography	None	Dan Evon	None	Did National Geographic Purchase Footage of Destructive Tornadoes for $1 Million?	15 September 2017	None	['None']
snes-00176	In his farewell address to the House of Representatives in 2012, Ron Paul described Congress as “a bunch of psychopathic authoritarians.”	mixture	https://www.snopes.com/fact-check/ron-paul-call-congress-psychopathic-authoritarians/	None	Politics	None	Alex Kasprak	None	Did Ron Paul Call Congress “A Bunch of Psychopathic Authoritarians”?	24 August 2018	None	['United_States_Congress', 'Ron_Paul']
snes-04201	A video shows a real dragon that fell from the sky in Tibet.	false	https://www.snopes.com/fact-check/dragon-fell-tibet/	None	Fauxtography	None	Dan Evon	None	Did a Dragon Fall from the Sky in Tibet?	22 August 2016	None	['None']
snes-02355	A photograph shows three women being punished after they were found guilty of witchcraft in China in 1922.	miscaptioned	https://www.snopes.com/fact-check/women-witchcraft-china/	None	Fauxtography	None	Dan Evon	None	Were These Women Found Guilty of Witchcraft in Early 20th Century China?	24 May 2017	None	['China']
snes-00250	A photograph shows red-tinted clouds over a large wildfire in California.	miscaptioned	https://www.snopes.com/fact-check/clouds-over-california-wildfires/	None	Fauxtography	None	Dan Evon	None	Does This Photograph Show Clouds Over the California Wildfires?	6 August 2018	None	['California']
snes-03503	Daily sea ice data from 1979 to the present show a record-breaking low amount of global sea ice coverage beginning around October 2016.	true	https://www.snopes.com/fact-check/global-sea-ice-at-a-record-breaking-low/	None	Science	None	Alex Kasprak	None	Global Sea Ice at a Record-Breaking Low	21 November 2016	None	['None']
snes-06301	Static electricity is the cause of an increase in gas station refueling fires.	mixture	https://www.snopes.com/fact-check/static-electricity-pump-fires/	None	Automobiles	None	David Mikkelson	None	Static Electricity and Gas Pump Fires	25 June 2002	None	['None']
