snes-01605	Hugh Hefner paid $75,000 to be interred next to Marilyn Monroe in a Los Angeles cemetery.	true	https://www.snopes.com/fact-check/did-hugh-hefner-pay-to-be-buried-next-to-marilyn-monroe/	None	Entertainment	None	Arturo Garcia	None	Did Hugh Hefner Pay to be Interred Next to Marilyn Monroe?	10 October 2017	None	['Los_Angeles', 'Hugh_Hefner', 'Marilyn_Monroe']
snes-03674	Hillary Clinton's campaign manager Robby Mook deleted most of his tweets due to an FBI investigation.	false	https://www.snopes.com/fact-check/spooked-clinton-campaign-manager-deleted-tweets/	None	Politicians	None	Dan Evon	None	‘Spooked’ Clinton Campaign Manager Deleted Tweets	29 October 2016	None	['Federal_Bureau_of_Investigation']
snes-05597	A Home Depot manager in Spokane Valley, WA, rudely refused to provide a veterans discount to a customer.	unproven	https://www.snopes.com/fact-check/home-depot-veteran/	None	Politics	None	Snopes Staff	None	Did a Home Depot Manager Refuse to Provide a Veterans Discount?	20 August 2015	None	['Spokane_River', 'The_Home_Depot']
snes-02852	Trump’s Unsecured Android Device Source of Recent White House Leaks	false	https://www.snopes.com/fact-check/trumps-cell-phone-leaks/	None	Technology	None	Arturo Garcia	None	Trump’s Unsecured Android Device Source of Recent White House Leaks?	2 March 2017	None	['None']
snes-04183	Rush Limbaugh accused President Obama and the Democrats of recruiting lesbian farmers to "attack" conservative rural areas of the U.S.	true	https://www.snopes.com/fact-check/limbaugh-obama-sending-lesbian-farmers/	None	Conspiracy Theories	None	David Emery	None	Rush Limbaugh: Obama Sending Lesbian Farmers to Invade Red States	24 August 2016	None	['United_States', 'Barack_Obama', 'Democratic_Party_(United_States)', 'Rush_Limbaugh']
snes-00054	A video shows a priest aggressively dunking a baby underwater during a baptism ceremony.	mixture	https://www.snopes.com/fact-check/baby-dunking-video/	None	Fauxtography	None	Dan Evon	None	Is This Video of a Baby Being Violently Dunked in Water Real?	21 September 2018	None	['None']
snes-04190	A photograph of a 'My Daddy's Life Matters' sign included text explaining why its OK for police officers to shoot black men.	false	https://www.snopes.com/fact-check/my-daddys-life-matters-sign/	None	Fauxtography	None	Dan Evon	None	‘My Daddy’s Life Matters’	24 August 2016	None	['None']
snes-04189	A United States Army training slide labeled Hillary Clinton as an insider threat.	mixture	https://www.snopes.com/fact-check/hillary-clinton-security-threat-slide/	None	Politicians	None	Dan Evon	None	Hillary Clinton Listed As Threat in Army Training Slide	24 August 2016	None	['United_States_Army', 'Hillary_Rodham_Clinton']
snes-01937	A jewelry company is making jewelry out of unwanted human embryos.	mostly true	https://www.snopes.com/fact-check/is-company-turning-human-embryos-into-jewelry/	None	Uncategorized	None	Bethania Palma	None	Is an Australian Company Turning Human Embryos Into Jewelry?	9 August 2017	None	['None']
snes-04043	A zoo in China named a baby gorilla Harambe McHarambeface.	false	https://www.snopes.com/fact-check/baby-gorilla-harambe-mcharambeface/	None	Junk News	None	Dan Evon	None	China’s Jinhua Zoo Names Baby Gorilla Harambe McHarambeface?	13 September 2016	None	['China']
snes-02168	Complaints about the lack of transparency behind the creation of a bill to repeal Obamacare were hypocritical because the Democrats were just as bad when they passed Obamacare.	false	https://www.snopes.com/fact-check/aca-versus-ahca/	None	Politics	None	Alex Kasprak	None	Was the Passage of Obamacare Just as Secretive as GOP Efforts to Repeal It?	20 June 2017	None	['Democratic_Party_(United_States)', 'Patient_Protection_and_Affordable_Care_Act']
snes-01400	Authorities in Kenya warned of a new outbreak of HPV that spreads through kissing and is deadlier than HIV/Aids.	false	https://www.snopes.com/fact-check/hpv-kissing-aids/	None	Medical	None	Dan MacGuill	None	Is There a ‘New Outbreak’ of HPV That ‘Kills Faster than AIDS’?	27 November 2017	None	['Kenya', 'HIV/AIDS']
snes-03495	Jellyfish and lobsters are considered biologically immortal, meaning they don’t age and will never die unless they are killed.	mixture	https://www.snopes.com/fact-check/are-jellyfish-and-lobsters-biologically-immortal/	None	Science	None	Alex Kasprak	None	Are Jellyfish and Lobsters Biologically Immortal?	21 November 2016	None	['None']
snes-05928	Video shows a man jumping from an airplane without a parachute and surviving by landing on a trampoline.	false	https://www.snopes.com/fact-check/scared-chuteless/	None	Fauxtography	None	Dan Evon	None	Man Jumps Out of Airplane without Parachute onto Trampoline	4 December 2014	None	['None']
snes-02277	The soft drink Mountain Dew is being discontinued by Pepsico.	false	https://www.snopes.com/fact-check/mountain-dew-discontinued/	None	Junk News	None	Dan Evon	None	Mountain Dew to Be Discontinued?	4 August 2015	None	['PepsiCo', 'Mountain_Dew']
snes-01791	During a speech in which he declared Jesus Christ his "redeemer," Muslim leader Louis Farrakhan gave indications that he was breaking with Islam in favor of following Christianity.	false	https://www.snopes.com/fact-check/louis-farrakhan-jesus-redeemer/	None	Religion	None	David Emery	None	Did Louis Farrakhan Renounce Islam and Convert to Christianity?	4 September 2017	None	['Islam', 'Jesus', 'Christianity', 'Louis_Farrakhan']
snes-01465	The family of a terminally ill boy is asking people to send him Christmas cards.	outdated	https://www.snopes.com/fact-check/jacob-thompson-xmas-cards/	None	Viral Phenomena	None	Kim LaCapria	None	Terminally Ill Nine-Year-Old Hopes for Christmas Cards?	8 November 2017	None	['None']
snes-04447	Facebook users can receive a $100 coupon for Kroger by "liking" and "sharing" a status.	scam	https://www.snopes.com/fact-check/kroger-40-off-coupon-scam/	None	Inboxer Rebellion	None	David Mikkelson	None	Kroger $100 Coupon Scam	15 July 2016	None	['None']
snes-00594	Was a Lottery Winner Arrested for Dumping $200,000 of Manure on the Lawn of His Former Boss?	false	https://www.snopes.com/fact-check/lottery-winner-arrested-dumping-200000-manure-lawn-former-boss/	None	Junk News	None	Kim LaCapria	None	Was a Lottery Winner Arrested for Dumping $200,000 of Manure on the Lawn of His Former Boss?	15 May 2018	None	['None']
snes-01008	Did the Florida Shooter's Instagram Profile Picture Feature a MAGA Hat?	true	https://www.snopes.com/fact-check/did-shooters-instagram-picture-maga-hat/	None	Fauxtography	None	Dan Evon	None	Did the Florida Shooter’s Instagram Profile Picture Feature a ‘MAGA’ Hat?	15 February 2018	None	['None']
snes-05126	Mark Cuban praised Donald Trump for giving honest (not prepared) answers.	true	https://www.snopes.com/fact-check/cuban-on-trump/	None	Politics	None	Kim LaCapria	None	Mark Cuban on Donald Trump?	2 March 2016	None	['None']
snes-06356	Al Gore's residence uses considerably more energy than the average American home.	mixture	https://www.snopes.com/fact-check/al-gores-energy-use/	None	Business	None	David Mikkelson	None	Al Gore’s Home Energy Use	28 February 2007	None	['United_States', 'Al_Gore']
snes-00280	The Roman orator Cicero issued a warning about a nation's being destroyed by "treason from within."	misattributed	https://www.snopes.com/fact-check/cicero-treason-quote/	None	Questionable Quotes	None	Dan MacGuill	None	Cicero’s ‘Two Thousand Year Old Warning’ About Treason	31 July 2018	None	['None']
snes-03337	The state of Florida is "moving" to undertake a "full recount" of all 2016 general election votes after "massive voter fraud" was uncovered.	false	https://www.snopes.com/fact-check/florida-moves-for-full-recount-of-state-votes-over-massive-voter-fraud/	None	Ballot Box	None	Kim LaCapria	None	Florida Moves for Full Recount of State Votes Over Massive Voter Fraud	15 December 2016	None	['None']
snes-04881	The likeness of President Obama will be added to Mount Rushmore.	false	https://www.snopes.com/fact-check/plan-launches-to-make-obama-addition-to-mount-rushmore/	None	Politicians	None	Kim LaCapria	None	Plan Launches to Make Obama Addition to Mount Rushmore	21 April 2016	None	['Barack_Obama']
snes-01772	The National Oceanic and Atmospheric Administration reported that Hurricane Florence had airlifted several sharks.	false	https://www.snopes.com/fact-check/hurricane-now-contains-sharks/	None	Fauxtography	None	Dan Evon	None	Does Hurricane Florence Now Contain Sharks?	7 September 2017	None	['None']
snes-02190	Andrew Lincoln Death	false	https://www.snopes.com/fact-check/andrew-lincoln-death-hoax/	None	Junk News	None	Kim LaCapria	None	Andrew Lincoln Death Hoax	23 February 2017	None	['None']
snes-00225	In 1943 the Supreme Court ruled that no one can be forced to participate in patriotic rituals such as the Pledge of Allegiance and the national anthem, so calling for NFL players to be fired for "taking a knee" in protest amounts to calling for the law to be broken.	mixture	https://www.snopes.com/fact-check/supreme-court-rule-1943-patriotic-rituals/	None	Legal Affairs	None	David Emery	None	Did the Supreme Court Rule in 1943 That No One Can Be Forced to Participate in Patriotic Rituals?	13 August 2018	None	['None']
snes-04623	Pat Robertson asserted the Orlando nightclub shooting was God's punishment for legalizing same-sex marriage.	false	https://www.snopes.com/fact-check/pat-robertson-orlando-shooting/	None	Junk News	None	David Mikkelson	None	Pat Robertson: “Orlando Shooting Is God’s Punishment for SCOTUS’ Same-Sex Marriage Ruling”	12 June 2016	None	['God', 'Orlando,_Florida', 'Pat_Robertson']
snes-06127	Home remedies to repel mosquitoes are effective ways to defend yourself from West Nile Virus.	false	https://www.snopes.com/fact-check/repel-tell/	None	Old Wives' Tales	None	David Mikkelson	None	Mosquito Repellent Lore	3 January 2005	None	['None']
snes-01091	Of the six U.S.-based Nobel science laureates in 2017, all were immigrants; every U.S.-based laureate in 2016 was also born outside the country.	mostly false	https://www.snopes.com/fact-check/immigrants-nobel-prize/	None	Science	None	Dan MacGuill	None	Did Immigrants Dominate the U.S. Nobel Prize Tally in 2016 and 2017?	31 January 2018	None	['United_States']
snes-04988	A 101-year-old Italian woman gave birth after an ovarian transplant.	false	https://www.snopes.com/fact-check/101-year-old-mom-gives-birth/	None	Junk News	None	Kim LaCapria	None	Did a 101-Year-Old Woman Give Birth After an Ovarian Transplant?	30 March 2016	None	['Italy']
snes-00206	The late songstress Aretha Franklin worked for Donald Trump on numerous occasions.	mixture	https://www.snopes.com/fact-check/aretha-franklin-donald-trump/	None	Politics	None	David Emery	None	Did Aretha Franklin ‘Work for’ Donald Trump on Numerous Occasions?	17 August 2018	None	['Aretha_Franklin', 'Donald_Trump']
snes-05885	A newborn child declared dead revived after being placed on his mother's chest.	true	https://www.snopes.com/fact-check/kate-ogg/	None	Medical	None	Snopes Staff	None	Mother’s Hugs Bring Dead Son Back to Life	6 June 2013	None	['None']
snes-01069	The Philadelphia Eagles responded to a tweet from President Trump congratulating the team on winning the Super Bowl by telling the Commander-in-Chief to go f*ck himself.	false	https://www.snopes.com/fact-check/eagles-respond-trumps-congratulatory-tweet-vulgarity/	None	Fauxtography	None	Dan Evon	None	Did the Eagles Respond to Trump’s Congratulatory Tweet With a Vulgarity?	5 February 2018	None	['Philadelphia_Eagles', 'Super_Bowl']
snes-01497	The Department of Defense has planned communications drills to coincide with "antifa protests" on 4 November 2017.	false	https://www.snopes.com/fact-check/dod-drill-coincide-november-demonstrations/	None	Politics	None	Kim LaCapria	None	Is the Department of Defense Planning a Communications Drill to Coincide with ‘Antifa’ Demonstrations?	31 October 2017	None	['None']
snes-00052	Does This Photograph Show a Woman Abused by Keith Ellison?	miscaptioned	https://www.snopes.com/fact-check/keith-ellison-former-girlfriend-photo/	None	Fauxtography	None	David Mikkelson	None	Does This Photograph Show a Woman Abused by Keith Ellison?	22 September 2018	None	['None']
snes-03068	Female lawmakers unveiled a bill prohibiting the disposal of "unused semen."	false	https://www.snopes.com/fact-check/unused-semen-bill/	None	Junk News	None	Kim LaCapria	None	Did Female Lawmakers Unveil a Bill Governing ‘Unused Semen’?	25 January 2017	None	['None']
snes-00035	A photograph shows a young Brett Kavanaugh passed out from too much alcohol.	false	https://www.snopes.com/fact-check/brett-kavanaugh-wasted-photo/	None	Fauxtography	None	Alex Kasprak	None	Is This a Photograph of a Wasted Brett Kavanaugh?	28 September 2018	None	['None']
snes-04789	An Immigration and Customs Enforcement (ICE) agent left a suicide note warning of looming mass disarmament and collapse in the United States.	false	https://www.snopes.com/fact-check/new-york-ice-agent-suicide-note/	None	Conspiracy Theories	None	Kim LaCapria	None	New York ICE Agent Suicide Note	9 May 2016	None	['United_States']
snes-05969	Halloween hanging stunt goes wrong and hangs a man for real.	true	https://www.snopes.com/fact-check/halloween-hanging/	None	Horrors	None	David Mikkelson	None	Halloween Trickery Turns Deadly	11 July 1999	None	['None']
snes-01171	President Trump said that a number of state laws allow a baby 'to be born from his or her mother’s womb in the ninth month.'	true	https://www.snopes.com/fact-check/trump-baby-ninth-month/	None	Politics	None	David Mikkelson	None	Did President Trump Decry Babies Being ‘Born in the Ninth Month’?	20 January 2018	None	['None']
snes-01058	Does a New Facebook Algorithm Only Show You 26 Friends?	false	https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/	None	Viral Phenomena	None	Kim LaCapria	None	Does a New Facebook Algorithm Only Show You 26 Friends?	6 February 2018	None	['None']
snes-03709	Minecraft has a newly-discovered "sex mod" of which parents should be aware and exercise caution (or restrict the game from their children entirely).	mostly false	https://www.snopes.com/fact-check/minecraft-sex-mods/	None	Politics	None	Kim LaCapria	None	Minecraft ‘Sex Mods’	25 October 2016	None	['None']
snes-03397	Kentucky Fried Chicken created a candle that smells just like its signature dish.	true	https://www.snopes.com/fact-check/kfc-really-create-chicken-scented-candle/	None	Uncategorized	None	Arturo Garcia	None	Did KFC Really Create A Chicken-Scented Candle?	7 December 2016	None	['None']
snes-06079	Steve Burns Death	false	https://www.snopes.com/fact-check/steve-burns-overdose/	None	Entertainment	None	Snopes Staff	None	Steve Burns Death Hoax	11 November 1999	None	['None']
snes-03656	Men abandoned a groundbreaking study on male birth control due to side effects such as mood changes, muscle pain, and acne.	mixture	https://www.snopes.com/fact-check/male-birth-control-study/	None	Medical	None	Alex Kasprak	None	Men Abandoned Male Birth Control Breakthrough Because of Side Effects?	31 October 2016	None	['None']
snes-00434	Did This Video Show Obama Agreeing with the Trump Administration on Immigration Policies?	mostly false	https://www.snopes.com/fact-check/obama-agree-trump-administration-immigration-policies/	None	Politics	None	Dan Evon	None	Did This Video Show Obama Agreeing with the Trump Administration on Immigration Policies?	20 June 2018	None	['None']
snes-02746	American political consultant Roger Stone has a tattoo of Richard Nixon on his back.	true	https://www.snopes.com/fact-check/roger-stone-nixon-tattoo/	None	Fauxtography	None	Dan Evon	None	Does Roger Stone Have a Tattoo of Richard Nixon on His Back?	21 March 2017	None	['United_States', 'Roger_Stone', 'Richard_Nixon']
snes-02179	Calling #77 or 112 on your cell phone will connect you to emergency services no matter where you are.	false	https://www.snopes.com/fact-check/call-112-police-emergency/	None	Crime	None	Snopes Staff	None	Should You Call #77 or 112 to Contact the Police in an Emergency?	17 March 2002	None	['None']
snes-01380	The world's most-pierced person, Gerard Rogers, was killed while passing through a metal detector at LAX airport.	false	https://www.snopes.com/fact-check/most-pierced-person-dies/	None	Junk News	None	Dan MacGuill	None	Did the World’s Most-Pierced Person Die Going Through Airport Metal Detectors?	4 December 2017	None	['None']
snes-03398	Fisher Price sells a "happy hour playset" including a bar, bar stools, and beer bottles.	false	https://www.snopes.com/fact-check/fisher-price-happy-hour-playset/	None	Fauxtography	None	Kim LaCapria	None	Fisher Price Happy Hour Playset	7 December 2016	None	['None']
snes-04280	Hillary Clinton travels with a doctor carrying a Diazepam pen in case she has a seizure.	unproven	https://www.snopes.com/fact-check/clintons-secret-service-agent-holds-diazepam-pen/	None	Uncategorized	None	Dan Evon	None	Clinton’s Secret Service Agent Holds Diazepam Pen	10 August 2016	None	['None']
snes-06209	The web site Genpets.com sells mass-produced, bioengineered pets.	false	https://www.snopes.com/fact-check/genpets/	None	Critter Country	None	David Mikkelson	None	Genpets	27 June 2006	None	['None']
snes-05312	A candidate named Vermin Supreme is running for President in 2016 on a platform of free ponies for everyone.	mixture	https://www.snopes.com/fact-check/vermin-supreme/	None	Politicians	None	Kim LaCapria	None	Vermin Supreme	26 January 2016	None	['None']
snes-04480	A 15-year-old boy stabbed his brother to death because he thought the younger boy had deleted his Pokemon,	false	https://www.snopes.com/fact-check/teen-kills-younger-brother-because-he-thought-he-deleted-his-pokemon/	None	Junk News	None	David Mikkelson	None	Teen Kills Younger Brother Because He Thought He Deleted His Pokemon	10 July 2016	None	['None']
snes-02947	Lady Gaga's halftime performance at the 2017 Super Bowl took the form of a Satanic ritual.	false	https://www.snopes.com/fact-check/lady-gaga-super-bowl-satanic-ritual/	None	Entertainment	None	David Emery	None	Was Lady Gaga’s Super Bowl Halftime Show Satanic?	13 February 2017	None	['None']
snes-02206	President Obama once said that if your opponents bring a (rhetorical) knife to a fight, you should bring a gun.	true	https://www.snopes.com/fact-check/bringing-a-gun-to-a-knife-fight/	None	Politics	None	Kim LaCapria	None	Bringing a Gun to a Knife Fight	19 July 2016	None	['Barack_Obama']
snes-00677	Hillary Clinton was killed when she was hit by an out-of-control truck.	false	https://www.snopes.com/fact-check/hillary-clinton-truck-mishap/	None	Junk News	None	David Mikkelson	None	Was Hillary Clinton Killed in a Monster Truck Mishap?	2 May 2018	None	['None']
snes-04914	Scientists have created "kaleabis," a cross of kale and marijuana.	false	https://www.snopes.com/fact-check/scientists-kale-marijuana-hybrid/	None	Junk News	None	Dan Evon	None	Scientists Create Kale and Cannabis Hybrid	15 April 2016	None	['None']
snes-04109	The Los Angeles Times stopped publishing work by cartoonist Dixon Diaz because he criticized Hillary Clinton.	false	https://www.snopes.com/fact-check/boombox-cartoon-pulled-from-newspaper-for-criticizing-clinton-obama/	None	Fauxtography	None	Dan Evon	None	‘Boombox’ Cartoon Pulled from Newspaper for Criticizing Clinton, Obama?	3 September 2016	None	['Los_Angeles_Times', 'Hillary_Rodham_Clinton']
snes-02892	Tucker Carlson hired an actor to play a protest organizer on his Fox News program.	false	https://www.snopes.com/fact-check/carlson-actor-couldnt-book-organizers/	None	Uncategorized	None	Bethania Palma	None	Did Tucker Carlson Hire an Actor When He Couldn’t Book Protest Organizers?	22 February 2017	None	['Tucker_Carlson', 'Fox_News_Channel']
snes-02004	FBI agents raided Rep. Debbie Wasserman-Schultz's home and seized smashed computer hard drives.	false	https://www.snopes.com/fact-check/fbi-wasserman-schultz-home/	None	Politics	None	Arturo Garcia	None	Did The Federal Bureau of Investigation Seize Smashed Hard Drives From Rep. Wasserman-Schultz’s Home?	26 July 2017	None	['Debbie_Wasserman_Schultz', 'Federal_Bureau_of_Investigation']
snes-02040	Former President Obama said the U.S. owes him a "debt of gratitude" for his leadership.	false	https://www.snopes.com/fact-check/obama-country-owes-gratitude/	None	Junk News	None	David Emery	None	Did Barack Obama Say ‘The Country Owes Me a Debt of Gratitude’?	19 July 2017	None	['United_States', 'Barack_Obama']
snes-04060	A Disney cartoon shows Mickey Mouse using an unusual method to make Swiss cheese.	false	https://www.snopes.com/fact-check/swiss-miss/	None	Disney	None	David Mikkelson	None	Mickey Mouse Makes Swiss Cheese	6 May 2015	None	['Switzerland', 'The_Walt_Disney_Company', 'Mickey_Mouse']
snes-01232	Three New Jersey state senators were arrested in connection with a child prostitution ring.	false	https://www.snopes.com/fact-check/senators-busted-prostitution-ring/	None	Junk News	None	David Mikkelson	None	Were Three Democratic Senators Busted for Running an Underage Prostitution Ring?	10 January 2018	None	['New_Jersey']
snes-06111	A coroner had his hands full determining just that in the case of a man who jumped off a building, only to have a shotgun blast finish him off halfway down.	false	https://www.snopes.com/fact-check/1994s-most-bizarre-suicide/	None	Legal Affairs	None	Snopes Staff	None	1994’s Most Bizarre Suicide	20 December 1999	None	['None']
snes-03776	A team of four Nigerian girls has created a generator that produces six hours of electricity using only a single liter of urine as fuel.	mixture	https://www.snopes.com/fact-check/urine-into-electricity/	None	Science	None	Alex Kasprak	None	Does Nigerian Girls’ Science Fair Project Turn One Liter of Urine Into Six Hours of Electricity?	17 October 2016	None	['None']
snes-03086	Donald Trump's 2017 swearing-in was the most viewed presidential inauguration in history.	unproven	https://www.snopes.com/fact-check/trump-inauguration-viewership/	None	Politicians	None	Dan Evon	None	Was Donald Trump’s Inauguration the Most Viewed in History?	22 January 2017	None	['None']
snes-06239	Chick-fil-A has donated money to organizations that oppose same-sex marriage.	true	https://www.snopes.com/fact-check/chick-fil-a-gay-marriage/	None	Sexuality	None	Snopes Staff	None	Chick-fil-A and Same-Sex Marriage	9 March 2012	None	['None']
snes-01060	The Black Panther Party created the Women, Infants, and Children (WIC) program that provides supplemental food assistance to single mothers and their children.	mostly false	https://www.snopes.com/fact-check/black-panthers-wic-food-program/	None	History	None	David Emery	None	Did the Black Panthers Create the WIC Food Program?	6 February 2018	None	['None']
snes-00735	Broward County Sheriff's Deputy Jason Fitzsimons died suspiciously after posting a photograph criticizing Parkland shooting survivor David Hogg.	false	https://www.snopes.com/fact-check/florida-deputy-david-hogg/	None	Politics	None	Arturo Garcia	None	Did a Florida Sheriff’s Deputy Die ‘Suspiciously’ After Criticizing David Hogg?	18 April 2018	None	['None']
snes-06450	Photograph shows President Bush holding a telephone to his ear upside-down.	false	https://www.snopes.com/fact-check/phone-call/	None	Uncategorized	None	David Mikkelson	None	Phony Phone Call	24 September 2005	None	['George_W._Bush']
snes-02931	Katy Perry was taken from the Grammys in handcuffs after threatening President Trump.	false	https://www.snopes.com/fact-check/katy-perry-grammys-handcuffs/	None	Junk News	None	Arturo Garcia	None	Was Katy Perry Taken from the Grammys in Handcuffs?	15 February 2017	None	['None']
snes-00412	233 U.S. Representatives voted in April 2018 to use funds from Social Security's $2.9 trillion surplus in an effort to balance the budget.	mostly false	https://www.snopes.com/fact-check/did-233-vote-steal-social-security/	None	Politics	None	Alex Kasprak	None	Did 233 Representatives Vote to ‘Steal’ Social Security’s $2.9 Trillion Surplus?	25 June 2018	None	['United_States']
snes-02288	Comedian Kathy Griffin was shot and killed while trying to escape custody.	false	https://www.snopes.com/fact-check/kathy-griffin-shot-and-killed-trying-escape-custody/	None	Junk News	None	Dan Evon	None	Was Kathy Griffin Shot and Killed Trying to Escape Custody?	2 June 2017	None	['None']
snes-02566	Attorney General Jeff Sessions said he's amazed a Hawaiian judge "sitting on an island in the Pacific' can block executive orders.	true	https://www.snopes.com/fact-check/jeff-sessions-pacific-island/	None	Politics	None	Bethania Palma	None	Did Jeff Sessions Say He’s Amazed a Judge ‘On an Island in the Pacific’ Can Block Executive Orders?	20 April 2017	None	['Jeff_Sessions']
snes-00625	Police raided a daycare center in Washington, D.C., on suspicion that it was "pimping children" to "high-society pedophiles."	mostly false	https://www.snopes.com/fact-check/dc-daycare-center-raided/	None	Junk News	None	David Mikkelson	None	Was a Washington, D.C. Daycare Center Raided for ‘Pimping Children to Elite Pedophiles’?	9 May 2018	None	['Washington,_D.C.']
snes-04082	You should avoid eating green potatoes because they are poisonous.	mostly false	https://www.snopes.com/fact-check/tater-taught/	None	Food	None	David Mikkelson	None	Are Green Potatoes Poisonous?	23 November 2006	None	['None']
snes-04186	Peotone High School in Illinois banned American flags because they offend people and called an assembly to inform students U.S. flags would not be "tolerated" in any "shape or form."	false	https://www.snopes.com/fact-check/peotone-high-school-flag-ban/	None	Politics	None	Kim LaCapria	None	Peotone High School Bans U.S. Flags	24 August 2016	None	['United_States', 'Illinois']
snes-00968	In 1999, Wayne LaPierre of the NRA said there should be no guns in American schools "period."	mostly true	https://www.snopes.com/fact-check/wayne-lapierre-no-guns-in-schools/	None	Questionable Quotes	None	Kim LaCapria	None	Did Wayne LaPierre Say There Should Be ‘No Guns in Schools, Period’?	23 February 2018	None	['United_States']
snes-04598	After the Orlando shooting, President Obama recruited Laila Alawa to serve on an anti-violent extremism Department of Homeland Security task force.	mixture	https://www.snopes.com/fact-check/laila-alawa-and-the-department-of-homeland-security/	None	Conspiracy Theories	None	Kim LaCapria	None	Laila Alawa and the Department of Homeland Security	16 June 2016	None	['Barack_Obama']
snes-04084	An unidentified flying object passes above SpaceX’s Falcon-9 rocket at the same moment it explodes, suggesting the rocket’s destruction was intentional.	unproven	https://www.snopes.com/fact-check/unidentified-flying-object-seen-as-spacex-rocket-exploded/	None	Science	None	Alex Kasprak	None	‘Unidentified Flying Object’ Seen as SpaceX Rocket Exploded?	7 September 2016	None	['None']
snes-04796	Actors Goldie Hawn and Kurt Russell were spotted wearing Donald Trump campaign shirts.	false	https://www.snopes.com/fact-check/goldie-hawn-kurt-russell-trump/	None	Fauxtography	None	Kim LaCapria	None	Is This a Photograph of Goldie Hawn and Kurt Russell in Donald Trump Campaign Shirts?	9 May 2016	None	['Donald_Trump', 'Goldie_Hawn']
snes-06158	Scammers use debit card information gleaned during delivery of gifts to make unauthorized ATM withdrawals.	scam	https://www.snopes.com/fact-check/daze-of-wine-and-roses/	None	Fraud & Scams	None	Snopes Staff	None	Delivery Courier Scam	27 November 2008	None	['None']
snes-05280	Drug lord Joaquin Guzmán escaped from a Mexican prison for the third time.	false	https://www.snopes.com/fact-check/el-chapo-escapes-again/	None	Junk News	None	David Mikkelson	None	Drug Kingpin Joaquin ‘El Chapo’ Guzman Escapes Mexican Prison Once Again	1 February 2016	None	['Mexico']
snes-06108	Actor Dwayne Johnson died filming a stunt for Fast & Furious 7.	false	https://www.snopes.com/fact-check/dwayne-johnson-death-hoax/	None	Computers	None	David Mikkelson	None	Dwayne Johnson Death Hoax	7 April 2014	None	['Dwayne_Johnson', 'The_Fast_and_the_Furious']
snes-00162	Sen. Lindsey Graham called President Donald Trump a "race-baiting xenophobic bigot" in 2015 but in 2018 claimed that he had "never heard him make a single racist statement."	true	https://www.snopes.com/fact-check/lindsey-graham-trump-bigot/	None	Politics	None	Arturo Garcia	None	Did Sen. Lindsey Graham Call Trump a ‘Race-Baiting, Xenophobic Bigot’ in 2015?	28 August 2018	None	['Lindsey_Graham']
snes-02450	Danney Williams, a 31-year-old man from Little Rock, Arkansas who has claimed to be President Bill Clinton's illegitimate son, has died.	false	https://www.snopes.com/fact-check/danney-williams-found-dead/	None	Junk News	None	David Emery	None	Was Bill Clinton’s ‘Love Child’ Found Dead?	10 May 2017	None	['Little_Rock,_Arkansas', 'Arkansas', 'Bill_Clinton']
snes-04898	A video documents that the dairy industry has invented a new way to abuse cows: cutting holes in them to improve milk production.	miscaptioned	https://www.snopes.com/fact-check/fistulated-cow-video/	None	Critter Country	None	Dan Evon	None	Does a Video of a Fistulated Cow Document Abuse by the Dairy Industry?	18 April 2016	None	['None']
snes-03623	Coconut oil has a positive effect on cognition and focus.	unproven	https://www.snopes.com/fact-check/coconut-oil-improves-focus-and-cognition/	None	Food	None	Alex Kasprak	None	Coconut Oil Improves Focus and Cognition?	5 November 2016	None	['None']
snes-03025	A Dulles Boy	false	https://www.snopes.com/fact-check/small-child-handcuffed-at-dulles/	None	Fauxtography	None	Kim LaCapria	None	Was a Small Child Handcuffed at Dulles Airport Due to Entry Restrictions?	1 February 2017	None	['None']
snes-04388	Hillary Clinton experienced a brief seizure while speaking on-camera in June 2016.	unproven	https://www.snopes.com/fact-check/hillary-clinton-seizure-video/	None	Politicians	None	Dan Evon	None	Hillary Clinton Has a Seizure on Camera?	23 July 2016	None	['None']
snes-06075	Image shows newspaper account of a kitten who nearly died from being fed a vegan diet.	true	https://www.snopes.com/fact-check/starvation-diet/	None	Critter Country	None	David Mikkelson	None	Kitten Nearly Dies from Vegan Diet	9 June 2014	None	['None']
snes-01960	Did Sgt. Gregory Hayes Kill Two Syrian Refugees for Raping His Daughter?	false	https://www.snopes.com/fact-check/sergeant-gregory-hayes/	None	Fauxtography	None	Kim LaCapria	None	Did Sgt. Gregory Hayes Kill Two Syrian Refugees for Raping His Daughter?	19 April 2016	None	['None']
snes-01420	A photograph shows Ryan Zinke posing with a dead elephant.	false	https://www.snopes.com/fact-check/ryan-zinke-dead-elephant/	None	Fauxtography	None	Dan Evon	None	Is This Ryan Zinke Posing with a Dead Elephant?	20 November 2017	None	['None']
snes-04418	Eric Trump defended his stepmother's speech at the Republican National Convention by saying it was actually Michelle Obama who stole from Melania.	false	https://www.snopes.com/fact-check/eric-trump-fake-speech-quote/	None	Junk News	None	Dan Evon	None	Michelle Obama Stole Her Speech from Melania Trump	19 July 2016	None	['Michelle_Obama', 'Republican_National_Convention', 'Melania_Trump', 'Eric_Trump']
